Sample in Buffer,Sample in Window,TRIGGER,app_cmd[2:0],app_wdf_data[255:0],app_addr[28:0],app_rd_data[255:0],app_rd_data_reg[255:0],app_en,app_rd_data_end,app_rd_data_valid,app_rdy,app_wdf_end,app_wdf_rdy,app_wdf_wren,ui_clk
Radix - UNSIGNED,UNSIGNED,UNSIGNED,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX,HEX
104,104,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001c00,00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc,00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc,1,1,1,1,0,1,0,1
105,105,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001c20,00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd,00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc00bc,1,1,1,1,0,1,0,1
106,106,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001c40,00be00be00be00be00be00be00be00be00be00be00be00be00be00be00be00be,00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd00bd,1,1,1,1,0,1,0,1
107,107,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001c60,00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf,00be00be00be00be00be00be00be00be00be00be00be00be00be00be00be00be,1,1,1,1,0,1,0,1
108,108,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001c80,00c000c000c000c000c000c000c000c000c000c000c000c000c000c000c000c0,00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf00bf,1,1,1,1,0,1,0,1
109,109,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001ca0,00c100c100c100c100c100c100c100c100c100c100c100c100c100c100c100c1,00c000c000c000c000c000c000c000c000c000c000c000c000c000c000c000c0,1,1,1,0,0,1,0,1
110,110,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001ca0,00c200c200c200c200c200c200c200c200c200c200c200c200c200c200c200c2,00c100c100c100c100c100c100c100c100c100c100c100c100c100c100c100c1,0,1,1,0,0,1,0,1
111,111,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001ca0,00c300c300c300c300c300c300c300c300c300c300c300c300c300c300c300c3,00c200c200c200c200c200c200c200c200c200c200c200c200c200c200c200c2,0,1,1,0,0,1,0,1
112,112,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001ca0,00c400c400c400c400c400c400c400c400c400c400c400c400c400c400c400c4,00c300c300c300c300c300c300c300c300c300c300c300c300c300c300c300c3,0,1,1,1,0,1,0,1
113,113,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001cc0,00c500c500c500c500c500c500c500c500c500c500c500c500c500c500c500c5,00c400c400c400c400c400c400c400c400c400c400c400c400c400c400c400c4,1,1,1,0,0,1,0,1
114,114,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001cc0,00c900c900c900c900c900c900c900c900c900c900c900c900c900c900c900c9,00c500c500c500c500c500c500c500c500c500c500c500c500c500c500c500c5,0,1,1,0,0,1,0,1
115,115,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001cc0,00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc,00c900c900c900c900c900c900c900c900c900c900c900c900c900c900c900c9,0,1,1,0,0,1,0,1
116,116,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001cc0,00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd,00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc00cc,0,1,1,1,0,1,0,1
117,117,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001ce0,00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce,00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd00cd,1,1,1,1,0,1,0,1
118,118,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001d00,00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf,00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce00ce,1,1,1,1,0,1,0,1
119,119,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001d20,00d000d000d000d000d000d000d000d000d000d000d000d000d000d000d000d0,00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf00cf,1,1,1,1,0,1,0,1
120,120,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001d40,00d100d100d100d100d100d100d100d100d100d100d100d100d100d100d100d1,00d000d000d000d000d000d000d000d000d000d000d000d000d000d000d000d0,1,1,1,1,0,1,0,1
121,121,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001d60,00d200d200d200d200d200d200d200d200d200d200d200d200d200d200d200d2,00d100d100d100d100d100d100d100d100d100d100d100d100d100d100d100d1,1,1,1,1,0,1,0,1
122,122,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001d80,00d300d300d300d300d300d300d300d300d300d300d300d300d300d300d300d3,00d200d200d200d200d200d200d200d200d200d200d200d200d200d200d200d2,1,1,1,1,0,1,0,1
123,123,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001da0,00d400d400d400d400d400d400d400d400d400d400d400d400d400d400d400d4,00d300d300d300d300d300d300d300d300d300d300d300d300d300d300d300d3,1,1,1,1,0,1,0,1
124,124,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001dc0,00b300b300b300b300b300b300b300b300b300b300b300b300b300b300b300b3,00d400d400d400d400d400d400d400d400d400d400d400d400d400d400d400d4,1,1,0,1,0,1,0,1
125,125,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001de0,00d500d500d500d500d500d500d500d500d500d500d500d500d500d500d500d5,00d400d400d400d400d400d400d400d400d400d400d400d400d400d400d400d4,1,1,1,1,0,1,0,1
126,126,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001e00,00d600d600d600d600d600d600d600d600d600d600d600d600d600d600d600d6,00d500d500d500d500d500d500d500d500d500d500d500d500d500d500d500d5,1,1,1,1,0,1,0,1
127,127,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001e20,00b500b500b500b500b500b500b500b500b500b500b500b500b500b500b500b5,00d600d600d600d600d600d600d600d600d600d600d600d600d600d600d600d6,1,1,0,1,0,1,0,1
128,128,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001e40,00b500b500b500b500b500b500b500b500b500b500b500b500b500b500b500b5,00d600d600d600d600d600d600d600d600d600d600d600d600d600d600d600d6,1,1,0,1,0,1,0,1
129,129,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001e60,00b500b500b500b500b500b500b500b500b500b500b500b500b500b500b500b5,00d600d600d600d600d600d600d600d600d600d600d600d600d600d600d600d6,1,1,0,1,0,1,0,1
130,130,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001e80,00b500b500b500b500b500b500b500b500b500b500b500b500b500b500b500b5,00d600d600d600d600d600d600d600d600d600d600d600d600d600d600d600d6,1,1,0,1,0,1,0,1
131,131,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001ea0,00b500b500b500b500b500b500b500b500b500b500b500b500b500b500b500b5,00d600d600d600d600d600d600d600d600d600d600d600d600d600d600d600d6,1,1,0,1,0,1,0,1
132,132,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001ec0,00b500b500b500b500b500b500b500b500b500b500b500b500b500b500b500b5,00d600d600d600d600d600d600d600d600d600d600d600d600d600d600d600d6,1,1,0,1,0,1,0,1
133,133,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001ee0,00d700d700d700d700d700d700d700d700d700d700d700d700d700d700d700d7,00d600d600d600d600d600d600d600d600d600d600d600d600d600d600d600d6,1,1,1,1,0,1,0,1
134,134,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001f00,00d800d800d800d800d800d800d800d800d800d800d800d800d800d800d800d8,00d700d700d700d700d700d700d700d700d700d700d700d700d700d700d700d7,1,1,1,1,0,1,0,1
135,135,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001f20,00d900d900d900d900d900d900d900d900d900d900d900d900d900d900d900d9,00d800d800d800d800d800d800d800d800d800d800d800d800d800d800d800d8,1,1,1,1,0,1,0,1
136,136,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001f40,00b600b600b600b600b600b600b600b600b600b600b600b600b600b600b600b6,00d900d900d900d900d900d900d900d900d900d900d900d900d900d900d900d9,1,1,0,1,0,1,0,1
137,137,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001f60,00da00da00da00da00da00da00da00da00da00da00da00da00da00da00da00da,00d900d900d900d900d900d900d900d900d900d900d900d900d900d900d900d9,1,1,1,1,0,1,0,1
138,138,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001f80,00db00db00db00db00db00db00db00db00db00db00db00db00db00db00db00db,00da00da00da00da00da00da00da00da00da00da00da00da00da00da00da00da,1,1,1,1,0,1,0,1
139,139,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001fa0,00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc,00db00db00db00db00db00db00db00db00db00db00db00db00db00db00db00db,1,1,1,1,0,1,0,1
140,140,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001fc0,00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd,00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc00dc,1,1,1,1,0,1,0,1
141,141,0,1,0000000000000000000000000000000000000000000000000000000000000000,00001fe0,00de00de00de00de00de00de00de00de00de00de00de00de00de00de00de00de,00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd00dd,1,1,1,1,0,1,0,1
142,142,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002000,00df00df00df00df00df00df00df00df00df00df00df00df00df00df00df00df,00de00de00de00de00de00de00de00de00de00de00de00de00de00de00de00de,1,1,1,1,0,1,0,1
143,143,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002020,00e000e000e000e000e000e000e000e000e000e000e000e000e000e000e000e0,00df00df00df00df00df00df00df00df00df00df00df00df00df00df00df00df,1,1,1,1,0,1,0,1
144,144,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002040,00e100e100e100e100e100e100e100e100e100e100e100e100e100e100e100e1,00e000e000e000e000e000e000e000e000e000e000e000e000e000e000e000e0,1,1,1,1,0,1,0,1
145,145,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002060,00e200e200e200e200e200e200e200e200e200e200e200e200e200e200e200e2,00e100e100e100e100e100e100e100e100e100e100e100e100e100e100e100e1,1,1,1,1,0,1,0,1
146,146,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002080,00e300e300e300e300e300e300e300e300e300e300e300e300e300e300e300e3,00e200e200e200e200e200e200e200e200e200e200e200e200e200e200e200e2,1,1,1,1,0,1,0,1
147,147,0,1,0000000000000000000000000000000000000000000000000000000000000000,000020a0,00e400e400e400e400e400e400e400e400e400e400e400e400e400e400e400e4,00e300e300e300e300e300e300e300e300e300e300e300e300e300e300e300e3,1,1,1,0,0,1,0,1
148,148,0,1,0000000000000000000000000000000000000000000000000000000000000000,000020a0,00e500e500e500e500e500e500e500e500e500e500e500e500e500e500e500e5,00e400e400e400e400e400e400e400e400e400e400e400e400e400e400e400e4,0,1,1,0,0,1,0,1
149,149,0,1,0000000000000000000000000000000000000000000000000000000000000000,000020a0,00e600e600e600e600e600e600e600e600e600e600e600e600e600e600e600e6,00e500e500e500e500e500e500e500e500e500e500e500e500e500e500e500e5,0,1,1,0,0,1,0,1
150,150,0,1,0000000000000000000000000000000000000000000000000000000000000000,000020a0,00e900e900e900e900e900e900e900e900e900e900e900e900e900e900e900e9,00e600e600e600e600e600e600e600e600e600e600e600e600e600e600e600e6,0,1,1,1,0,1,0,1
151,151,0,1,0000000000000000000000000000000000000000000000000000000000000000,000020c0,00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea,00e900e900e900e900e900e900e900e900e900e900e900e900e900e900e900e9,1,1,1,0,0,1,0,1
152,152,0,1,0000000000000000000000000000000000000000000000000000000000000000,000020c0,00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb,00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea00ea,0,1,1,0,0,1,0,1
153,153,0,1,0000000000000000000000000000000000000000000000000000000000000000,000020c0,00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec,00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb00eb,0,1,1,0,0,1,0,1
154,154,0,1,0000000000000000000000000000000000000000000000000000000000000000,000020c0,00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed,00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec00ec,0,1,1,1,0,1,0,1
155,155,0,1,0000000000000000000000000000000000000000000000000000000000000000,000020e0,00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee,00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed00ed,1,1,1,1,0,1,0,1
156,156,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002100,00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef,00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee00ee,1,1,1,1,0,1,0,1
157,157,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002120,00f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f0,00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef00ef,1,1,1,1,0,1,0,1
158,158,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002140,00f100f100f100f100f100f100f100f100f100f100f100f100f100f100f100f1,00f000f000f000f000f000f000f000f000f000f000f000f000f000f000f000f0,1,1,1,1,0,1,0,1
159,159,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002160,00f200f200f200f200f200f200f200f200f200f200f200f200f200f200f200f2,00f100f100f100f100f100f100f100f100f100f100f100f100f100f100f100f1,1,1,1,1,0,1,0,1
160,160,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002180,00f300f300f300f300f300f300f300f300f300f300f300f300f300f300f300f3,00f200f200f200f200f200f200f200f200f200f200f200f200f200f200f200f2,1,1,1,1,0,1,0,1
161,161,0,1,0000000000000000000000000000000000000000000000000000000000000000,000021a0,00f400f400f400f400f400f400f400f400f400f400f400f400f400f400f400f4,00f300f300f300f300f300f300f300f300f300f300f300f300f300f300f300f3,1,1,1,1,0,1,0,1
162,162,0,1,0000000000000000000000000000000000000000000000000000000000000000,000021c0,00d300d300d300d300d300d300d300d300d300d300d300d300d300d300d300d3,00f400f400f400f400f400f400f400f400f400f400f400f400f400f400f400f4,1,1,0,1,0,1,0,1
163,163,0,1,0000000000000000000000000000000000000000000000000000000000000000,000021e0,00f500f500f500f500f500f500f500f500f500f500f500f500f500f500f500f5,00f400f400f400f400f400f400f400f400f400f400f400f400f400f400f400f4,1,1,1,1,0,1,0,1
164,164,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002200,00f600f600f600f600f600f600f600f600f600f600f600f600f600f600f600f6,00f500f500f500f500f500f500f500f500f500f500f500f500f500f500f500f5,1,1,1,1,0,1,0,1
165,165,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002220,00d500d500d500d500d500d500d500d500d500d500d500d500d500d500d500d5,00f600f600f600f600f600f600f600f600f600f600f600f600f600f600f600f6,1,1,0,1,0,1,0,1
166,166,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002240,00d500d500d500d500d500d500d500d500d500d500d500d500d500d500d500d5,00f600f600f600f600f600f600f600f600f600f600f600f600f600f600f600f6,1,1,0,1,0,1,0,1
167,167,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002260,00d500d500d500d500d500d500d500d500d500d500d500d500d500d500d500d5,00f600f600f600f600f600f600f600f600f600f600f600f600f600f600f600f6,1,1,0,1,0,1,0,1
168,168,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002280,00d500d500d500d500d500d500d500d500d500d500d500d500d500d500d500d5,00f600f600f600f600f600f600f600f600f600f600f600f600f600f600f600f6,1,1,0,1,0,1,0,1
169,169,0,1,0000000000000000000000000000000000000000000000000000000000000000,000022a0,00d500d500d500d500d500d500d500d500d500d500d500d500d500d500d500d5,00f600f600f600f600f600f600f600f600f600f600f600f600f600f600f600f6,1,1,0,1,0,1,0,1
170,170,0,1,0000000000000000000000000000000000000000000000000000000000000000,000022c0,00d500d500d500d500d500d500d500d500d500d500d500d500d500d500d500d5,00f600f600f600f600f600f600f600f600f600f600f600f600f600f600f600f6,1,1,0,1,0,1,0,1
171,171,0,1,0000000000000000000000000000000000000000000000000000000000000000,000022e0,00f700f700f700f700f700f700f700f700f700f700f700f700f700f700f700f7,00f600f600f600f600f600f600f600f600f600f600f600f600f600f600f600f6,1,1,1,1,0,1,0,1
172,172,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002300,00f800f800f800f800f800f800f800f800f800f800f800f800f800f800f800f8,00f700f700f700f700f700f700f700f700f700f700f700f700f700f700f700f7,1,1,1,1,0,1,0,1
173,173,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002320,00f900f900f900f900f900f900f900f900f900f900f900f900f900f900f900f9,00f800f800f800f800f800f800f800f800f800f800f800f800f800f800f800f8,1,1,1,1,0,1,0,1
174,174,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002340,00d800d800d800d800d800d800d800d800d800d800d800d800d800d800d800d8,00f900f900f900f900f900f900f900f900f900f900f900f900f900f900f900f9,1,1,0,1,0,1,0,1
175,175,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002360,00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa,00f900f900f900f900f900f900f900f900f900f900f900f900f900f900f900f9,1,1,1,1,0,1,0,1
176,176,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002380,00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb,00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa00fa,1,1,1,1,0,1,0,1
177,177,0,1,0000000000000000000000000000000000000000000000000000000000000000,000023a0,00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc,00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb00fb,1,1,1,1,0,1,0,1
178,178,0,1,0000000000000000000000000000000000000000000000000000000000000000,000023c0,00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd,00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc00fc,1,1,1,1,0,1,0,1
179,179,0,1,0000000000000000000000000000000000000000000000000000000000000000,000023e0,00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe,00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd00fd,1,1,1,1,0,1,0,1
180,180,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002400,00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff,00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe00fe,1,1,1,1,0,1,0,1
181,181,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002420,0100010001000100010001000100010001000100010001000100010001000100,00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff00ff,1,1,1,1,0,1,0,1
182,182,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002440,0101010101010101010101010101010101010101010101010101010101010101,0100010001000100010001000100010001000100010001000100010001000100,1,1,1,1,0,1,0,1
183,183,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002460,0102010201020102010201020102010201020102010201020102010201020102,0101010101010101010101010101010101010101010101010101010101010101,1,1,1,1,0,1,0,1
184,184,0,1,0000000000000000000000000000000000000000000000000000000000000000,00002480,0103010301030103010301030103010301030103010301030103010301030103,0102010201020102010201020102010201020102010201020102010201020102,1,1,1,1,0,1,0,1
185,185,0,1,0000000000000000000000000000000000000000000000000000000000000000,000024a0,0104010401040104010401040104010401040104010401040104010401040104,0103010301030103010301030103010301030103010301030103010301030103,1,1,1,0,0,1,0,1
186,186,0,1,0000000000000000000000000000000000000000000000000000000000000000,000024a0,0105010501050105010501050105010501050105010501050105010501050105,0104010401040104010401040104010401040104010401040104010401040104,0,1,1,0,0,1,0,1
187,187,0,1,0000000000000000000000000000000000000000000000000000000000000000,000024a0,0106010601060106010601060106010601060106010601060106010601060106,0105010501050105010501050105010501050105010501050105010501050105,0,1,1,0,0,1,0,1
188,188,0,1,0000000000000000000000000000000000000000000000000000000000000000,000024a0,0109010901090109010901090109010901090109010901090109010901090109,0106010601060106010601060106010601060106010601060106010601060106,0,1,1,1,0,1,0,1
189,189,0,1,0000000000000000000000000000000000000000000000000000000000000000,000024c0,010a010a010a010a010a010a010a010a010a010a010a010a010a010a010a010a,0109010901090109010901090109010901090109010901090109010901090109,1,1,1,0,0,1,0,1
190,190,0,1,0000000000000000000000000000000000000000000000000000000000000000,000024c0,0106010601060106010601060106010601060106010601060106010601060106,010a010a010a010a010a010a010a010a010a010a010a010a010a010a010a010a,0,1,1,0,0,1,0,1
191,191,0,1,0000000000000000000000000000000000000000000000000000000000000000,000024c0,010b010b010b010b010b010b010b010b010b010b010b010b010b010b010b010b,0106010601060106010601060106010601060106010601060106010601060106,0,1,1,0,0,1,0,1
192,192,0,1,0000000000000000000000000000000000000000000000000000000000000000,000024c0,0108010801080108010801080108010801080108010801080108010801080108,010b010b010b010b010b010b010b010b010b010b010b010b010b010b010b010b,0,1,1,1,0,1,0,1
193,193,0,1,0000000000000000000000000000000000000000000000000000000000000000,000024e0,010c010c010c010c010c010c010c010c010c010c010c010c010c010c010c010c,0108010801080108010801080108010801080108010801080108010801080108,1,1,1,1,0,1,0,1
